"target","predictor","coefficient","ci_lower","ci_upper","auc","p_value"
"seizure_tonic-clonic","Onset_group_Neonatal",-0.980829253009145,0.0703363375369548,1.99932218430966,0.737608182533438,0.250708629101659
"seizure_tonic-clonic","Onset_group_4-7 Months",0.40546510811054,0.310480278927035,7.24683708667841,0.737608182533438,0.613883720795701
"seizure_tonic-clonic","Onset_group_7-12 Months",-1.29928298412768,0.0737663356241375,1.00832127094709,0.737608182533438,0.0514697250670989
"seizure_tonic-clonic","Onset_group_12+ Months",-2.92673940202362,0.00539380356634846,0.532073132462216,0.737608182533438,0.0124668836617248
"seizure_tonic-clonic","focal",1.41388231763661,1.53974833754003,10.9807709691232,0.669588414634146,0.00478448030298557
"seizure_tonic-clonic","absence",0.505094949056804,0.380754013621598,7.21232698995955,0.526295731707317,0.500865522804795
"seizure_tonic-clonic","infantile",-0.875468737353898,0.12167272493779,1.42686958971189,0.564024390243902,0.163332189976073
"seizure_tonic-clonic","abnormal_eeg",1.89711998488567,0.703377427910179,63.1871917989681,0.559233449477352,0.0982657068545348
"seizure_tonic-clonic","age_onset_m",-0.158792652776305,0.763460556788868,0.95342788484654,0.692761605035405,0.0050896909379494
"seizure_clonic","bilateral_tc",2.18765497479763,1.09300065283753,72.7030359115693,0.667675544794189,0.0410513384966255
"seizure_clonic","Onset_group_(Intercept)",-0.367724780125317,0.295933006418276,1.61958933418521,0.775246305418719,0.396428580594144
"seizure_clonic","Onset_group_Neonatal",-0.730887508542792,0.0786399960603342,2.9479199977546,0.775246305418719,0.429191621951175
"seizure_clonic","Onset_group_4-7 Months",-1.50407739677627,0.0400231248520812,1.23385458361617,0.775246305418719,0.085487775187237
"seizure_clonic","Onset_group_7-12 Months",-2.52264697777085,0.00901985182034271,0.713932697279161,0.775246305418719,0.0236892586989874
"seizure_clonic","Onset_group_12+ Months",-18.1983437297425,0,Inf,0.775246305418719,0.993703646728991
"seizure_clonic","focal",1.40106567844019,1.02633461504635,16.0568817600935,0.655569007263923,0.0458236198646659
"seizure_clonic","absence",0.213574100299437,0.227953325080576,6.7245337090674,0.512106537530266,0.804621487453878
"seizure_clonic","infantile",0.798507696218612,0.570657820518036,8.65364747032412,0.566585956416465,0.249643681957082
"seizure_clonic","abnormal_eeg",16.2931028553197,0,Inf,0.545454545454545,0.992652380839101
"seizure_clonic","age_onset_m",-0.290385150456205,0.593967653501811,0.941915336825755,0.751847290640394,0.0135609225299542
"seizure_tonic","bilateral_tc",3.34510776348867,3.54742394221349,226.783050764521,0.742351046698873,0.0016118609677042
"seizure_tonic","Onset_group_(Intercept)",0.367724780125317,0.617440470181341,3.3791431787321,0.774074074074074,0.396428580594144
"seizure_tonic","Onset_group_Neonatal",0.730887508542792,0.33922223152653,12.716175611616,0.774074074074074,0.429191621951176
"seizure_tonic","Onset_group_4-7 Months",-1.3793256918038,0.0605202148979738,1.04720682775406,0.774074074074074,0.0578885218032007
"seizure_tonic","Onset_group_7-12 Months",-1.68948062010764,0.0458727447007327,0.742986722487134,0.774074074074074,0.0174005343291705
"seizure_tonic","Onset_group_12+ Months",-17.9337932664865,0,Inf,0.774074074074074,0.989770151192382
"seizure_tonic","focal",0.61763962805034,0.701621355098008,4.90198711594907,0.575684380032206,0.212976685265624
"seizure_tonic","absence",0.354934299460922,0.348012750144256,5.84382039657548,0.519726247987118,0.621859117551941
"seizure_tonic","infantile",0.0765400771223202,0.314102631817433,3.71031080410398,0.505636070853462,0.903285479849465
"seizure_tonic","abnormal_eeg",17.250987423343,0,Inf,0.55952380952381,0.992220421669892
"seizure_tonic","age_onset_m",-0.247162687324498,0.666369046861956,0.915382070792567,0.767489711934156,0.00227665007060807
"seizure_myoclonic","bilateral_tc",1.65388967500469,1.0891202596856,25.0884876323608,0.646533613445378,0.0387681336694715
"seizure_myoclonic","Onset_group_(Intercept)",-0.367724780125318,0.295933006418276,1.61958933418521,0.715508021390374,0.396428580594143
"seizure_myoclonic","Onset_group_Neonatal",-1.57818536892999,0.02150900948326,1.979635324169,0.715508021390374,0.171311467433101
"seizure_myoclonic","Onset_group_4-7 Months",-0.643876131553161,0.126270571824244,2.18491301099172,0.715508021390374,0.375986814828856
"seizure_myoclonic","Onset_group_7-12 Months",-2.5226469752654,0.00902041208428928,0.713888358009649,0.715508021390374,0.0236852885708885
"seizure_myoclonic","Onset_group_12+ Months",-0.730887508542791,0.0786399960604167,2.94791999775151,0.715508021390374,0.429191621950909
"seizure_myoclonic","focal",0.606135803572423,0.595664520720624,5.64262431990925,0.573529411764706,0.290629040080585
"seizure_myoclonic","absence",0.57981849525199,0.395549417490943,8.0616362183646,0.534663865546218,0.450880836403341
"seizure_myoclonic","infantile",1.7635885914328,1.61457770337978,21.0753422707126,0.652310924369748,0.00712481953935313
"seizure_myoclonic","abnormal_eeg",16.5491342277886,0,Inf,0.548076923076923,0.992536922964815
"seizure_myoclonic","age_onset_m",-0.0488489428819703,0.862908565879344,1.05100689984588,0.576470588235294,0.331528585153607
"seizure_absence","bilateral_tc",0.0465200155113499,0.238769871927849,4.59649980042165,0.505208333333333,0.950835596322613
"seizure_absence","Onset_group_(Intercept)",-1.84582669049833,0.0467250257691593,0.533563064161928,0.585537918871252,0.00296736863079323
"seizure_absence","Onset_group_Neonatal",-16.7202418193683,0,Inf,0.585537918871252,0.994215038513225
"seizure_absence","Onset_group_4-7 Months",-0.025975486403261,0.142384159519531,6.66770386619901,0.585537918871252,0.978881398895555
"seizure_absence","Onset_group_7-12 Months",0.171850256926659,0.209897225705799,6.71831771600705,0.585537918871252,0.845895427256252
"seizure_absence","Onset_group_12+ Months",-0.100083458556982,0.080179164712893,10.2095613896656,0.585537918871252,0.935486610383557
"seizure_absence","focal",0.0979804080719196,0.271046230400166,4.4880876456277,0.512152777777778,0.891162626972173
"seizure_absence","absence",53.1321375490957,0,Inf,1,0.999665615751588
"seizure_absence","infantile",0.319633671868624,0.251397827915919,7.53821914572193,0.525173611111111,0.712548383207401
"seizure_absence","abnormal_eeg",-0.710846755424608,0.0479068092932071,5.03696701088812,0.529713114754098,0.549467674208239
"seizure_absence","age_onset_m",0.0397141516863676,0.958303972593165,1.12977506518913,0.561728395061728,0.34428282638802
"seizure_history_type_Status epilepticus","bilateral_tc",1.7227665977409,1.79884876747073,17.4333721472767,0.674242424242424,0.00294597405963195
"seizure_history_type_Status epilepticus","Onset_group_(Intercept)",0.762140052046898,0.873707724637451,5.25557529733332,0.71950271950272,0.0959098060495396
"seizure_history_type_Status epilepticus","Onset_group_Neonatal",-1.27296567581289,0.0517028597420455,1.5163571297826,0.71950271950272,0.139690637374459
"seizure_history_type_Status epilepticus","Onset_group_4-7 Months",-0.628608659422374,0.137682925750995,2.0659384080701,0.71950271950272,0.362925913236828
"seizure_history_type_Status epilepticus","Onset_group_7-12 Months",-1.30113655277958,0.0746546500708075,0.992636603363874,0.71950271950272,0.048705525485276
"seizure_history_type_Status epilepticus","Onset_group_12+ Months",-18.3282085384039,0,Inf,0.71950271950272,0.98954518043076
"seizure_history_type_Status epilepticus","focal",2.04307389750835,2.65923466631697,22.3786959591578,0.731439393939394,0.00017002968836328
"seizure_history_type_Status epilepticus","absence",0.474457976053515,0.394550423384425,6.54645893625978,0.525757575757576,0.507896457268182
"seizure_history_type_Status epilepticus","infantile",0.0465200151893702,0.314527408810269,3.48938005787075,0.503409090909091,0.939594954723632
"seizure_history_type_Status epilepticus","abnormal_eeg",-1.57434659262261,0.0219225192469041,1.95726425334917,0.546717171717172,0.169468797929666
"seizure_history_type_Status epilepticus","age_onset_m",-0.138163486218525,0.779538054690981,0.973095355437145,0.66006216006216,0.0146056437481931
"seizure_history_type_Prolonged seizure (>5 minutes)","bilateral_tc",2.54553127160285,3.69999273400794,43.935897091179,0.747368421052632,5.51602409273745e-05
"seizure_history_type_Prolonged seizure (>5 minutes)","Onset_group_(Intercept)",1.22377543162211,1.25439024882205,9.21563286294315,0.756965944272446,0.016151700658502
"seizure_history_type_Prolonged seizure (>5 minutes)","Onset_group_Neonatal",-0.712949807856122,0.0856590527822664,2.80521658254017,0.756965944272446,0.42310938780949
"seizure_history_type_Prolonged seizure (>5 minutes)","Onset_group_4-7 Months",-0.81831032351395,0.104973827572721,1.85414481591478,0.756965944272446,0.263951443884082
"seizure_history_type_Prolonged seizure (>5 minutes)","Onset_group_7-12 Months",-1.7627719323548,0.0438163339535255,0.671799561246613,0.756965944272446,0.0113687131953227
"seizure_history_type_Prolonged seizure (>5 minutes)","Onset_group_12+ Months",-18.789843917978,0,Inf,0.756965944272446,0.989281869078349
"seizure_history_type_Prolonged seizure (>5 minutes)","focal",1.29928298413001,1.39206766063074,9.65789582263995,0.656390977443609,0.00855375435690167
"seizure_history_type_Prolonged seizure (>5 minutes)","absence",0.160623193236657,0.288641023663363,4.77702459050248,0.508646616541353,0.822480013121927
"seizure_history_type_Prolonged seizure (>5 minutes)","infantile",-0.28768207233215,0.2253079817946,2.49658265834267,0.521052631578947,0.639173779762028
"seizure_history_type_Prolonged seizure (>5 minutes)","abnormal_eeg",1.70137540775958,0.579620098378958,51.8385047651803,0.551358234295416,0.137756271659749
"seizure_history_type_Prolonged seizure (>5 minutes)","age_onset_m",-0.25086652931512,0.673961135360854,0.898390701005664,0.773606811145511,0.000623340671913043
